resp,dt,weight
15,30/01/2015,4.273802343
16,30/01/2015,1.433216227
17,30/01/2015,1.688111677
18,30/01/2015,3.098589801
19,30/01/2015,1.092850767
20,30/01/2015,1.018004277
21,30/01/2015,7.028582368
22,30/01/2015,2.716828485
23,30/01/2015,16.13052145
24,30/01/2015,9.264379736
25,30/01/2015,0.776244878
26,30/01/2015,1.018004277
27,30/01/2015,4.945250528
28,30/01/2015,5.558948525
29,30/01/2015,2.082955698
1,31/01/2015,3.191835031
2,31/01/2015,5.226469795
3,31/01/2015,1.797467049
4,31/01/2015,3.334781548
5,31/01/2015,5.347948842
6,31/01/2015,1.818132495
7,31/01/2015,4.201447521
8,31/01/2015,0.760200877
9,31/01/2015,1.351486769
10,31/01/2015,1.22486249
11,31/01/2015,3.436704356
12,31/01/2015,1.117399856
13,31/01/2015,4.965375831
14,31/01/2015,11.95680233
15,31/01/2015,3.787619302
16,31/01/2015,1.139668304
17,31/01/2015,1.478453897
18,31/01/2015,3.483707489
19,31/01/2015,0.759605211
20,31/01/2015,0.733144031
21,31/01/2015,6.179160794
22,31/01/2015,2.733376706
23,31/01/2015,14.40702945
24,31/01/2015,9.333481732
25,31/01/2015,0.760200877
26,31/01/2015,0.733144031
27,31/01/2015,5.570534578
28,31/01/2015,5.932255756
29,31/01/2015,2.507564633
1,01/02/2015,3.269409252
2,01/02/2015,5.659707092
3,01/02/2015,1.5201172
4,01/02/2015,3.370212224
5,01/02/2015,5.669897425
6,01/02/2015,1.71628598
7,01/02/2015,4.242728781
8,01/02/2015,1.187424924
9,01/02/2015,1.147604968
10,01/02/2015,1.329653622
11,01/02/2015,2.973380228
12,01/02/2015,0.968343617
13,01/02/2015,4.793644271
14,01/02/2015,10.07742604
15,01/02/2015,3.822016126
16,01/02/2015,1.165860212
17,01/02/2015,1.517272433
18,01/02/2015,3.531057994
19,01/02/2015,1.066779499
20,01/02/2015,1.297710983
21,01/02/2015,5.797256325
22,01/02/2015,2.132683948
23,01/02/2015,16.06825939
24,01/02/2015,9.056818466
25,01/02/2015,1.187424924
26,01/02/2015,1.297710983
27,01/02/2015,5.222395375
28,01/02/2015,6.294017659
29,01/02/2015,2.446466962
1,02/02/2015,3.714045683
2,02/02/2015,5.757577066
3,02/02/2015,1.985707097
4,02/02/2015,3.628434277
5,02/02/2015,6.25364561
6,02/02/2015,1.811113881
7,02/02/2015,4.773128921
8,02/02/2015,0.648691104
9,02/02/2015,1.575703396
10,02/02/2015,1.461470031
11,02/02/2015,2.639460832
12,02/02/2015,1.296687102
13,02/02/2015,4.380618098
14,02/02/2015,11.39103142
15,02/02/2015,4.477367046
16,02/02/2015,1.146709815
17,02/02/2015,1.95856235
18,02/02/2015,3.381402584
19,02/02/2015,0.798532338
20,02/02/2015,0.820999631
21,02/02/2015,5.440623194
22,02/02/2015,1.93081007
23,02/02/2015,14.41087941
24,02/02/2015,8.593185906
25,02/02/2015,0.648691104
26,02/02/2015,0.820999631
27,02/02/2015,5.103500743
28,02/02/2015,6.666743294
29,02/02/2015,2.834765506
1,03/02/2015,3.682641159
2,03/02/2015,5.748228021
3,03/02/2015,1.993711403
4,03/02/2015,3.626411282
5,03/02/2015,6.210520568
6,03/02/2015,1.802623616
7,03/02/2015,4.809835737
8,03/02/2015,0.648517466
9,03/02/2015,1.573696709
10,03/02/2015,1.456005602
11,03/02/2015,2.597569872
12,03/02/2015,1.30550694
13,03/02/2015,4.434931548
14,03/02/2015,11.46585847
15,03/02/2015,4.497820636
16,03/02/2015,1.143309758
17,03/02/2015,1.946482851
18,03/02/2015,3.379782662
19,03/02/2015,0.796698017
20,03/02/2015,0.828014684
21,03/02/2015,5.420566055
22,03/02/2015,1.928113129
23,03/02/2015,14.60729117
24,03/02/2015,8.548405806
25,03/02/2015,0.648517466
26,03/02/2015,0.828014684
27,03/02/2015,5.068932745
28,03/02/2015,6.641346151
29,03/02/2015,2.852079606
1,04/02/2015,3.707229927
2,04/02/2015,5.782729345
3,04/02/2015,1.995630913
4,04/02/2015,3.649794778
5,04/02/2015,6.246500149
6,04/02/2015,1.802221751
7,04/02/2015,4.818701572
8,04/02/2015,0.648839324
9,04/02/2015,1.573538939
10,04/02/2015,1.451750758
11,04/02/2015,2.627130191
12,04/02/2015,1.303020678
13,04/02/2015,4.378750882
14,04/02/2015,11.2605839
15,04/02/2015,4.516269353
16,04/02/2015,1.148340254
17,04/02/2015,1.947130796
18,04/02/2015,3.351862536
19,04/02/2015,0.805813689
20,04/02/2015,0.830259149
21,04/02/2015,5.420091562
22,04/02/2015,1.934896866
23,04/02/2015,14.2844633
24,04/02/2015,8.559406659
25,04/02/2015,0.648839324
26,04/02/2015,0.830259149
27,04/02/2015,5.079914796
28,04/02/2015,6.664797366
29,04/02/2015,2.859846995
1,05/02/2015,3.412753221
2,05/02/2015,5.462711873
3,05/02/2015,2.118650821
4,05/02/2015,3.453084313
5,05/02/2015,6.412738201
6,05/02/2015,1.533077124
7,05/02/2015,4.498942301
8,05/02/2015,0.890629477
9,05/02/2015,1.370156248
10,05/02/2015,1.33571631
11,05/02/2015,2.683898402
12,05/02/2015,1.585374902
13,05/02/2015,4.059829934
14,05/02/2015,13.45160288
15,05/02/2015,4.21496272
16,05/02/2015,1.188953302
17,05/02/2015,1.863506269
18,05/02/2015,3.74804023
19,05/02/2015,0.861249711
20,05/02/2015,1.229512002
21,05/02/2015,5.439675091
22,05/02/2015,1.724079671
23,05/02/2015,13.21066612
24,05/02/2015,9.576237308
25,05/02/2015,0.890629477
26,05/02/2015,1.229512002
27,05/02/2015,5.096315129
28,05/02/2015,6.844791064
29,05/02/2015,2.600217091
1,06/02/2015,3.734764442
2,06/02/2015,5.655296288
3,06/02/2015,1.982341565
4,06/02/2015,3.629689666
5,06/02/2015,6.324693384
6,06/02/2015,1.763668256
7,06/02/2015,4.953800358
8,06/02/2015,0.650350329
9,06/02/2015,1.579214389
10,06/02/2015,1.44142073
11,06/02/2015,2.589383638
12,06/02/2015,1.294969873
13,06/02/2015,4.380645417
14,06/02/2015,11.33371939
15,06/02/2015,4.643893408
16,06/02/2015,1.134887253
17,06/02/2015,1.967844618
18,06/02/2015,3.396685981
19,06/02/2015,0.801493692
20,06/02/2015,0.833288685
21,06/02/2015,5.543803737
22,06/02/2015,1.921892
23,06/02/2015,14.10187034
24,06/02/2015,8.80091548
25,06/02/2015,0.650350329
26,06/02/2015,0.833288685
27,06/02/2015,5.196986509
28,06/02/2015,6.746767335
29,06/02/2015,2.925244958
1,07/02/2015,3.766289023
2,07/02/2015,5.693596153
3,07/02/2015,1.959446574
4,07/02/2015,3.643352718
5,07/02/2015,6.368023556
6,07/02/2015,1.774453674
7,07/02/2015,4.927437151
8,07/02/2015,0.649608912
9,07/02/2015,1.581705517
10,07/02/2015,1.446045021
11,07/02/2015,2.616432804
12,07/02/2015,1.288763571
13,07/02/2015,4.367467659
14,07/02/2015,11.0760826
15,07/02/2015,4.625016082
16,07/02/2015,1.139606244
17,07/02/2015,1.970830992
18,07/02/2015,3.393467081
19,07/02/2015,0.804145768
20,07/02/2015,0.827681801
21,07/02/2015,5.569193408
22,07/02/2015,1.926840813
23,07/02/2015,13.744818
24,07/02/2015,8.838437002
25,07/02/2015,0.649608912
26,07/02/2015,0.827681801
27,07/02/2015,5.227384599
28,07/02/2015,6.784416593
29,07/02/2015,2.914271955
1,08/02/2015,3.814546819
2,08/02/2015,5.79865476
3,08/02/2015,1.953181852
4,08/02/2015,3.674534603
5,08/02/2015,6.481611036
6,08/02/2015,1.790220598
7,08/02/2015,4.912748972
8,08/02/2015,0.649133662
9,08/02/2015,1.564210542
10,08/02/2015,1.443104136
11,08/02/2015,2.638906137
12,08/02/2015,1.296986908
13,08/02/2015,4.386512466
14,08/02/2015,10.71580622
15,08/02/2015,4.695826128
16,08/02/2015,1.130776622
17,08/02/2015,1.953413694
18,08/02/2015,3.392001801
19,08/02/2015,0.803885358
20,08/02/2015,0.819230031
21,08/02/2015,5.520442648
22,08/02/2015,1.921395799
23,08/02/2015,13.26134355
24,08/02/2015,8.966054049
25,08/02/2015,0.649133662
26,08/02/2015,0.819230031
27,08/02/2015,5.276687039
28,08/02/2015,6.781027893
29,08/02/2015,2.891242757
1,09/02/2015,3.45639217
2,09/02/2015,4.712463979
3,09/02/2015,1.522294439
4,09/02/2015,3.575083974
5,09/02/2015,6.191572508
6,09/02/2015,1.719104865
7,09/02/2015,3.591933624
8,09/02/2015,1.095105876
9,09/02/2015,1.35805954
10,09/02/2015,1.780352864
11,09/02/2015,2.644063019
12,09/02/2015,0.792525918
13,09/02/2015,2.919506043
14,09/02/2015,13.08259814
15,09/02/2015,3.192127323
16,09/02/2015,1.030277959
17,09/02/2015,1.700121061
18,09/02/2015,2.40599826
19,09/02/2015,1.018797609
20,09/02/2015,1.107446108
21,09/02/2015,6.721935112
22,09/02/2015,2.263823706
23,09/02/2015,5.810182795
24,09/02/2015,10.7009952
25,09/02/2015,1.095105876
26,09/02/2015,1.107446108
27,09/02/2015,5.973738654
28,09/02/2015,6.967052134
29,09/02/2015,2.005166093
1,10/02/2015,4.106682858
2,10/02/2015,4.385541033
3,10/02/2015,2.124791795
4,10/02/2015,4.079909356
5,10/02/2015,7.641464736
6,10/02/2015,1.996297618
7,10/02/2015,3.701355095
8,10/02/2015,0.689526077
9,10/02/2015,1.280295386
10,10/02/2015,1.448898666
11,10/02/2015,3.222037448
12,10/02/2015,1.405740722
13,10/02/2015,6.186831188
14,10/02/2015,15.82866395
15,10/02/2015,5.38092019
16,10/02/2015,1.308384686
17,10/02/2015,1.634820171
18,10/02/2015,2.638142124
19,10/02/2015,0.885464143
20,10/02/2015,0.921330375
21,10/02/2015,8.256694946
22,10/02/2015,2.434562343
23,10/02/2015,14.68873947
24,10/02/2015,7.47741253
25,10/02/2015,0.689526077
26,10/02/2015,0.921330375
27,10/02/2015,4.018517773
28,10/02/2015,5.239826189
29,10/02/2015,2.49052082
1,11/02/2015,3.039295905
2,11/02/2015,5.952565557
3,11/02/2015,1.233949875
4,11/02/2015,1.787385498
5,11/02/2015,7.093409532
6,11/02/2015,0.924384084
7,11/02/2015,4.790607855
8,11/02/2015,0.453443628
9,11/02/2015,1.628813801
10,11/02/2015,1.15272098
11,11/02/2015,3.155309219
12,11/02/2015,1.038820896
13,11/02/2015,3.58879144
14,11/02/2015,14.88650676
15,11/02/2015,4.503396481
16,11/02/2015,0.986983014
17,11/02/2015,4.509374835
18,11/02/2015,5.211111877
19,11/02/2015,0.635125441
20,11/02/2015,0.626606403
21,11/02/2015,5.335623601
22,11/02/2015,2.303518625
23,11/02/2015,16.00047607
24,11/02/2015,11.70622308
25,11/02/2015,0.453443628
26,11/02/2015,0.626606403
27,11/02/2015,5.015736891
28,11/02/2015,7.545803167
29,11/02/2015,2.052620079
1,12/02/2015,4.280966308
2,12/02/2015,5.518653341
3,12/02/2015,1.892859226
4,12/02/2015,3.867126115
5,12/02/2015,7.758997323
6,12/02/2015,1.634040823
7,12/02/2015,3.717346287
8,12/02/2015,0.454135333
9,12/02/2015,2.161108414
10,12/02/2015,1.263176394
11,12/02/2015,2.700290713
12,12/02/2015,1.139633674
13,12/02/2015,5.092019654
14,12/02/2015,16.0412697
15,12/02/2015,5.411379265
16,12/02/2015,0.812650715
17,12/02/2015,2.437756396
18,12/02/2015,3.704884915
19,12/02/2015,0.488991082
20,12/02/2015,0.566769267
21,12/02/2015,8.468052237
22,12/02/2015,1.472881183
23,12/02/2015,12.32466695
24,12/02/2015,7.275596556
25,12/02/2015,0.454135333
26,12/02/2015,0.566769267
27,12/02/2015,4.53718372
28,12/02/2015,5.330042208
29,12/02/2015,2.051016845
1,13/02/2015,3.673646244
2,13/02/2015,5.334855408
3,13/02/2015,2.162314355
4,13/02/2015,3.816883501
5,13/02/2015,5.77254076
6,13/02/2015,1.821434879
7,13/02/2015,4.68766542
8,13/02/2015,0.7638389
9,13/02/2015,1.374128554
10,13/02/2015,1.348121588
11,13/02/2015,3.301483204
12,13/02/2015,1.255509172
13,13/02/2015,4.827875136
14,13/02/2015,12.09856542
15,13/02/2015,4.316818882
16,13/02/2015,1.211422775
17,13/02/2015,1.475141992
18,13/02/2015,3.193461627
19,13/02/2015,0.76918449
20,13/02/2015,0.835029802
21,13/02/2015,6.225408471
22,13/02/2015,2.529861482
23,13/02/2015,16.05797742
24,13/02/2015,9.008339562
25,13/02/2015,0.7638389
26,13/02/2015,0.835029802
27,13/02/2015,5.732909333
28,13/02/2015,6.268444529
29,13/02/2015,2.983231332
1,14/02/2015,4.900466291
2,14/02/2015,2.035510614
3,14/02/2015,2.022134722
4,14/02/2015,4.603436462
5,14/02/2015,3.190038698
6,14/02/2015,1.722684004
7,14/02/2015,4.194431878
8,14/02/2015,0.897841648
9,14/02/2015,1.055220061
10,14/02/2015,1.256796468
11,14/02/2015,4.527515027
12,14/02/2015,1.624606161
13,14/02/2015,4.45698388
14,14/02/2015,14.16222786
15,14/02/2015,3.870589416
16,14/02/2015,1.197059041
17,14/02/2015,1.126879471
18,14/02/2015,3.626237573
19,14/02/2015,0.740410566
20,14/02/2015,1.198945653
21,14/02/2015,4.83831233
22,14/02/2015,1.821450856
23,14/02/2015,16.00114813
24,14/02/2015,14.13932601
25,14/02/2015,0.897841648
26,14/02/2015,1.198945653
27,14/02/2015,4.319812273
28,14/02/2015,4.716546077
29,14/02/2015,2.379550611
1,15/02/2015,3.727945634
2,15/02/2015,5.510953088
3,15/02/2015,2.086016335
4,15/02/2015,3.833623058
5,15/02/2015,5.859161258
6,15/02/2015,1.834572113
7,15/02/2015,4.681567259
8,15/02/2015,0.942101615
9,15/02/2015,1.381248197
10,15/02/2015,1.332303017
11,15/02/2015,3.353731785
12,15/02/2015,1.223510253
13,15/02/2015,4.791567342
14,15/02/2015,11.31011422
15,15/02/2015,4.338930047
16,15/02/2015,1.180336923
17,15/02/2015,1.498483137
18,15/02/2015,3.30154797
19,15/02/2015,0.856917772
20,15/02/2015,0.792684426
21,15/02/2015,6.052631595
22,15/02/2015,2.499509904
23,15/02/2015,16.0075293
24,15/02/2015,8.816607403
25,15/02/2015,0.942101615
26,15/02/2015,0.792684426
27,15/02/2015,5.609648144
28,15/02/2015,6.321848293
29,15/02/2015,2.978690543
1,16/02/2015,4.513372222
2,16/02/2015,4.882971297
3,16/02/2015,2.081657134
4,16/02/2015,4.226784902
5,16/02/2015,8.564835262
6,16/02/2015,2.162692044
7,16/02/2015,2.819402468
8,16/02/2015,0.573979919
9,16/02/2015,1.587726735
10,16/02/2015,1.567802516
11,16/02/2015,3.57361937
12,16/02/2015,1.459393979
13,16/02/2015,5.923093304
14,16/02/2015,15.43793369
15,16/02/2015,5.779588012
16,16/02/2015,1.146974551
17,16/02/2015,1.791004569
18,16/02/2015,2.393690613
19,16/02/2015,0.711271704
20,16/02/2015,0.773983405
21,16/02/2015,10.2724872
22,16/02/2015,2.176565015
23,16/02/2015,14.16489355
24,16/02/2015,6.890929571
25,16/02/2015,0.573979919
26,16/02/2015,0.773983405
27,16/02/2015,4.177111114
28,16/02/2015,4.268161455
29,16/02/2015,1.820220968
1,17/02/2015,3.696111369
2,17/02/2015,5.213195374
3,17/02/2015,2.111249109
4,17/02/2015,3.662074131
5,17/02/2015,5.871472364
6,17/02/2015,1.889226049
7,17/02/2015,4.477227448
8,17/02/2015,0.670710157
9,17/02/2015,1.310622448
10,17/02/2015,1.348615786
11,17/02/2015,3.406530441
12,17/02/2015,1.28619006
13,17/02/2015,4.866074479
14,17/02/2015,13.39633109
15,17/02/2015,4.341223779
16,17/02/2015,1.223069784
17,17/02/2015,1.460755317
18,17/02/2015,3.028396892
19,17/02/2015,0.803785686
20,17/02/2015,0.832669123
21,17/02/2015,6.256578254
22,17/02/2015,2.563004829
23,17/02/2015,14.3499183
24,17/02/2015,9.63700022
25,17/02/2015,0.670710157
26,17/02/2015,0.832669123
27,17/02/2015,6.066523671
28,17/02/2015,6.055416298
29,17/02/2015,2.81842956
1,18/02/2015,4.531085001
2,18/02/2015,5.653577863
3,18/02/2015,1.959023462
4,18/02/2015,4.09942736
5,18/02/2015,8.52137489
6,18/02/2015,1.87548104
7,18/02/2015,3.366679886
8,18/02/2015,0.526718155
9,18/02/2015,1.924818442
10,18/02/2015,1.395255069
11,18/02/2015,3.126769987
12,18/02/2015,1.271926518
13,18/02/2015,5.085394984
14,18/02/2015,15.70950312
15,18/02/2015,5.779084116
16,18/02/2015,0.935889277
17,18/02/2015,2.191830538
18,18/02/2015,3.14608788
19,18/02/2015,0.559031586
20,18/02/2015,0.63470777
21,18/02/2015,9.083288527
22,18/02/2015,1.76007808
23,18/02/2015,12.30712136
24,18/02/2015,7.252412024
25,18/02/2015,0.526718155
26,18/02/2015,0.63470777
27,18/02/2015,4.572551203
28,18/02/2015,4.964236697
29,18/02/2015,1.790170358
1,19/02/2015,6.148010418
2,19/02/2015,6.130606157
3,19/02/2015,1.738587934
4,19/02/2015,5.707649001
5,19/02/2015,6.462896622
6,19/02/2015,0.929915357
7,19/02/2015,6.038572947
8,19/02/2015,1.133219543
9,19/02/2015,1.639525278
10,19/02/2015,1.936616663
11,19/02/2015,2.210218212
12,19/02/2015,0.969424537
13,19/02/2015,5.390285973
14,19/02/2015,13.21157486
15,19/02/2015,3.508268963
16,19/02/2015,1.633872784
17,19/02/2015,1.507028033
18,19/02/2015,2.042848486
19,19/02/2015,1.139556957
20,19/02/2015,0.886918902
21,19/02/2015,4.572839465
22,19/02/2015,1.717555791
23,19/02/2015,12.57565679
24,19/02/2015,6.485255452
25,19/02/2015,1.133219543
26,19/02/2015,0.886918902
27,19/02/2015,6.169279878
28,19/02/2015,5.792469141
29,19/02/2015,1.868353368
1,20/02/2015,3.816745945
2,20/02/2015,5.758572378
3,20/02/2015,2.71640313
4,20/02/2015,3.511364281
5,20/02/2015,6.800274085
6,20/02/2015,1.695845681
7,20/02/2015,4.682545014
8,20/02/2015,0.623623653
9,20/02/2015,1.603888119
10,20/02/2015,1.348928263
11,20/02/2015,2.760542211
12,20/02/2015,1.306342523
13,20/02/2015,4.10988734
14,20/02/2015,13.94805185
15,20/02/2015,4.684195947
16,20/02/2015,1.098129212
17,20/02/2015,1.939054241
18,20/02/2015,3.510287149
19,20/02/2015,0.774147836
20,20/02/2015,0.877517816
21,20/02/2015,5.572637402
22,20/02/2015,1.95653044
23,20/02/2015,13.88958225
24,20/02/2015,9.932236287
25,20/02/2015,0.623623653
26,20/02/2015,0.877517816
27,20/02/2015,5.574602156
28,20/02/2015,6.797877346
29,20/02/2015,2.628141818
1,21/02/2015,4.405871001
2,21/02/2015,5.567495917
3,21/02/2015,1.867421521
4,21/02/2015,3.912888552
5,21/02/2015,8.187798018
6,21/02/2015,1.746391377
7,21/02/2015,3.603415722
8,21/02/2015,0.529260551
9,21/02/2015,2.047514549
10,21/02/2015,1.308191742
11,21/02/2015,2.892048961
12,21/02/2015,1.202293647
13,21/02/2015,4.971479926
14,21/02/2015,15.77346878
15,21/02/2015,5.636845023
16,21/02/2015,0.848765488
17,21/02/2015,2.343277193
18,21/02/2015,3.471596878
19,21/02/2015,0.52482338
20,21/02/2015,0.598268709
21,21/02/2015,8.465997652
22,21/02/2015,1.577331787
23,21/02/2015,11.98909126
24,21/02/2015,7.46287471
25,21/02/2015,0.529260551
26,21/02/2015,0.598268709
27,21/02/2015,4.665100866
28,21/02/2015,5.234140727
29,21/02/2015,1.939005432
1,22/02/2015,4.163283186
2,22/02/2015,5.489324492
3,22/02/2015,1.816652792
4,22/02/2015,4.079546545
5,22/02/2015,6.365349671
6,22/02/2015,1.609444923
7,22/02/2015,4.781095958
8,22/02/2015,0.999948613
9,22/02/2015,1.301946661
10,22/02/2015,1.293606974
11,22/02/2015,2.258195599
12,22/02/2015,1.45111419
13,22/02/2015,4.558225837
14,22/02/2015,14.03872665
15,22/02/2015,4.78574457
16,22/02/2015,0.898166907
17,22/02/2015,1.852103005
18,22/02/2015,2.866980932
19,22/02/2015,0.595331988
20,22/02/2015,1.247448696
21,22/02/2015,6.14385137
22,22/02/2015,1.63800483
23,22/02/2015,15.23393763
24,22/02/2015,9.226955131
25,22/02/2015,0.999948613
26,22/02/2015,1.247448696
27,22/02/2015,6.034928031
28,22/02/2015,6.480236731
29,22/02/2015,1.986907743
1,23/02/2015,3.747216195
2,23/02/2015,5.9957159
3,23/02/2015,1.922002281
4,23/02/2015,3.648395341
5,23/02/2015,6.397399382
6,23/02/2015,1.771130755
7,23/02/2015,4.854544653
8,23/02/2015,0.666993378
9,23/02/2015,1.589228789
10,23/02/2015,1.407654675
11,23/02/2015,2.797091685
12,23/02/2015,1.276178159
13,23/02/2015,4.2306187
14,23/02/2015,11.09877925
15,23/02/2015,4.609609619
16,23/02/2015,1.133477778
17,23/02/2015,2.029676441
18,23/02/2015,3.369490641
19,23/02/2015,0.79750921
20,23/02/2015,0.816720945
21,23/02/2015,5.533074491
22,23/02/2015,1.935119207
23,23/02/2015,14.16167932
24,23/02/2015,8.969678519
25,23/02/2015,0.666993378
26,23/02/2015,0.816720945
27,23/02/2015,5.253904376
28,23/02/2015,6.737329954
29,23/02/2015,2.843503626
1,24/02/2015,3.754153005
2,24/02/2015,5.972539248
3,24/02/2015,1.929358502
4,24/02/2015,3.640906991
5,24/02/2015,6.394631526
6,24/02/2015,1.758506803
7,24/02/2015,4.847699545
8,24/02/2015,0.666659625
9,24/02/2015,1.603752806
10,24/02/2015,1.420271192
11,24/02/2015,2.796562848
12,24/02/2015,1.265652702
13,24/02/2015,4.245305696
14,24/02/2015,11.11722923
15,24/02/2015,4.602417604
16,24/02/2015,1.145866881
17,24/02/2015,2.043185819
18,24/02/2015,3.385930937
19,24/02/2015,0.79930098
20,24/02/2015,0.824716465
21,24/02/2015,5.534328111
22,24/02/2015,1.951810828
23,24/02/2015,14.17390202
24,24/02/2015,8.949912435
25,24/02/2015,0.666659625
26,24/02/2015,0.824716465
27,24/02/2015,5.254304414
28,24/02/2015,6.735427989
29,24/02/2015,2.845981936
1,25/02/2015,3.736758923
2,25/02/2015,5.967258936
3,25/02/2015,1.935915662
4,25/02/2015,3.661594578
5,25/02/2015,6.315625897
6,25/02/2015,1.75770867
7,25/02/2015,4.834520469
8,25/02/2015,0.666061515
9,25/02/2015,1.590567594
10,25/02/2015,1.431698362
11,25/02/2015,2.767450558
12,25/02/2015,1.267529027
13,25/02/2015,4.33532248
14,25/02/2015,10.91528154
15,25/02/2015,4.554360618
16,25/02/2015,1.132601841
17,25/02/2015,2.064036944
18,25/02/2015,3.398190423
19,25/02/2015,0.801176845
20,25/02/2015,0.81674838
21,25/02/2015,5.570522527
22,25/02/2015,1.914249665
23,25/02/2015,14.04640252
24,25/02/2015,8.869339183
25,25/02/2015,0.666061515
26,25/02/2015,0.81674838
27,25/02/2015,5.24771145
28,25/02/2015,6.704129346
29,25/02/2015,2.860435022
1,26/02/2015,3.740298448
2,26/02/2015,5.96475121
3,26/02/2015,1.94314908
4,26/02/2015,3.653593333
5,26/02/2015,6.303568989
6,26/02/2015,1.75087624
7,26/02/2015,4.855370736
8,26/02/2015,0.665752207
9,26/02/2015,1.594159525
10,26/02/2015,1.4235203
11,26/02/2015,2.756867916
12,26/02/2015,1.272839611
13,26/02/2015,4.35202678
14,26/02/2015,10.54524843
15,26/02/2015,4.582523949
16,26/02/2015,1.128184838
17,26/02/2015,2.069820998
18,26/02/2015,3.389966743
19,26/02/2015,0.799344732
20,26/02/2015,0.820159825
21,26/02/2015,5.59983757
22,26/02/2015,1.901343183
23,26/02/2015,14.09983917
24,26/02/2015,8.907134904
25,26/02/2015,0.665752207
26,26/02/2015,0.820159825
27,26/02/2015,5.285155587
28,26/02/2015,6.678888043
29,26/02/2015,2.880992603
1,27/02/2015,3.745010375
2,27/02/2015,5.980550858
3,27/02/2015,1.947457593
4,27/02/2015,3.639736243
5,27/02/2015,6.311848716
6,27/02/2015,1.737917496
7,27/02/2015,4.806686463
8,27/02/2015,0.664059332
9,27/02/2015,1.598954804
10,27/02/2015,1.420846539
11,27/02/2015,2.755617379
12,27/02/2015,1.267912516
13,27/02/2015,4.378073848
14,27/02/2015,10.3515531
15,27/02/2015,4.604863008
16,27/02/2015,1.126218227
17,27/02/2015,2.047843553
18,27/02/2015,3.399886084
19,27/02/2015,0.792797532
20,27/02/2015,0.821642103
21,27/02/2015,5.550035244
22,27/02/2015,1.898130675
23,27/02/2015,13.92527426
24,27/02/2015,8.961283509
25,27/02/2015,0.664059332
26,27/02/2015,0.821642103
27,27/02/2015,5.317000014
28,27/02/2015,6.588486504
29,27/02/2015,2.851952175
1,28/02/2015,3.721713504
2,28/02/2015,6.021243142
3,28/02/2015,1.946095201
4,28/02/2015,3.645029801
5,28/02/2015,6.283867412
6,28/02/2015,1.735724215
7,28/02/2015,4.887426463
8,28/02/2015,0.663365584
9,28/02/2015,1.599781288
10,28/02/2015,1.4003644
11,28/02/2015,2.783981814
12,28/02/2015,1.266801043
13,28/02/2015,4.307912139
14,28/02/2015,9.77631495
15,28/02/2015,4.586218088
16,28/02/2015,1.12474639
17,28/02/2015,2.048779474
18,28/02/2015,3.363033095
19,28/02/2015,0.79148441
20,28/02/2015,0.820884958
21,28/02/2015,5.641238694
22,28/02/2015,1.899059984
23,28/02/2015,13.32417539
24,28/02/2015,8.937849093
25,28/02/2015,0.663365584
26,28/02/2015,0.820884958
27,28/02/2015,5.293573445
28,28/02/2015,6.696572053
29,28/02/2015,2.894650678
